,SEENJOY,SEGRADES,SEABSNT,SEREPEAT,SESUSPIN,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSFUNDRS,FSCOMMTE,FSATCNFN,FSCOUNSLR,FSFREQ,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FOHISTX,FOLIBRAYX,FOBOOKSTX,FOCONCRTX,FOMUSEUMX,FOZOOX,FOGROUPX,FOSPRTEVX,FHCHECKX,FHHELP,FORESPON,FODINNERX,FPWT,pi_pro_schl_feats_comp,pi_pro_hm_feats_comp
10900,1,1,2,2,2,2,1,2,2,2,1,2,2,5,2,2,2,2,2,2,1,1,2,1,2,2,2,3,2,2,5,3944.64374508637,10,23
10901,2,1,1,2,2,2,1,2,1,2,1,2,2,6,1,1,2,1,2,1,1,1,1,1,1,2,2,4,3,2,7,3339.71000996219,9,17
10902,2,1,1,2,2,2,1,2,2,2,1,1,1,20,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,3,3709.4343619100896,10,17
10903,3,3,0,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,3,2,2,6,4843.18525395244,8,17
10904,4,4,15,2,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,5,788.3078272307561,6,15
10905,1,2,29,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,2825.37819536414,7,13
10906,2,2,2,1,2,2,2,2,1,2,1,2,2,10,1,2,1,1,2,1,1,1,2,1,1,1,1,3,2,2,0,2726.8738830425,10,16
10907,1,1,5,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,4,2,7,10456.5409900135,6,22
10908,2,1,6,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,5,2,3,1583.9845958943697,8,15
10909,3,2,6,2,2,2,1,2,1,1,1,2,2,4,1,1,2,2,2,2,1,1,1,1,1,1,1,4,5,1,3,2392.61850746378,8,17
10910,2,1,5,2,2,2,1,2,1,2,1,2,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,3,4,2,4,3671.25641433096,9,17
10911,1,1,3,2,2,2,2,2,1,1,1,2,1,5,2,2,2,1,2,2,2,2,1,1,1,1,1,4,2,2,2,3224.07445596629,9,20
10912,2,2,0,2,2,2,1,2,2,1,1,2,1,6,2,1,1,1,2,1,2,2,2,2,2,1,1,4,3,2,5,2509.12848546114,9,20
10913,2,1,0,2,2,2,1,2,1,2,1,2,1,20,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,0,963.7210743985921,9,16
10914,3,1,1,2,2,2,2,2,1,2,1,2,1,6,2,1,1,2,2,1,1,1,2,1,2,1,2,4,2,1,4,3664.9210019186894,10,19
10915,2,2,6,2,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,5,1,0,4112.39356319683,9,16
10916,2,3,5,1,2,1,1,2,2,1,1,2,1,6,1,1,1,2,2,1,2,2,1,1,1,2,1,3,1,2,5,938.441226808915,8,18
10917,2,2,1,2,1,2,2,2,2,2,2,1,2,10,2,2,1,2,2,1,1,1,1,1,1,1,1,4,3,2,6,956.695927865315,12,17
10918,2,1,364,2,2,2,1,2,2,2,1,2,2,10,2,2,2,2,2,2,1,1,2,2,1,2,2,3,1,2,6,2684.36617624955,10,23
10919,1,1,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,6,3482.3766710835403,10,19
10920,1,1,1,2,2,2,2,2,1,2,1,2,1,4,2,2,2,2,2,2,1,1,1,1,1,2,1,4,4,2,1,3326.78089481586,10,20
10922,1,2,1,2,2,1,1,2,1,2,1,2,1,3,1,2,2,1,1,2,1,1,2,1,1,2,1,4,3,1,7,15281.494038657,8,18
10924,2,4,2,2,1,2,2,1,2,1,2,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,3,1,1,0,6735.25726719993,10,16
10926,2,1,2,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,5,1362.6295263880302,8,17
10928,4,3,14,2,2,1,1,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,2,5,944.157457098201,7,22
10930,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,4,2,1,7,10039.0052184733,7,15
10931,2,1,4,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,5870.193077110711,8,13
10932,1,1,3,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,3,2,1,3,3501.2323280569,8,19
10933,1,1,3,2,2,2,1,2,1,1,1,2,1,3,2,2,2,2,2,2,2,1,1,2,2,1,2,4,2,1,7,6147.4806455056705,8,23
10935,1,3,8,2,2,2,1,2,1,1,1,1,1,3,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,3,6726.21344948469,8,19
10936,4,3,6,2,2,2,2,2,1,2,1,2,2,15,2,1,1,2,2,2,2,2,2,1,2,1,1,3,1,2,3,436.396774415746,10,21
10937,1,1,1,2,2,2,2,2,2,1,1,2,1,5,2,2,2,2,2,1,1,1,2,1,2,2,2,4,3,1,7,5883.85162535348,10,22
10938,2,1,4,2,2,2,2,2,2,2,1,2,1,15,1,1,2,1,1,2,2,2,2,1,1,2,1,3,1,2,7,809.445387261416,11,19
10940,1,1,5,2,2,2,2,2,2,2,2,2,1,15,2,1,2,1,2,2,1,1,1,1,1,1,2,4,3,2,7,5828.05806620561,12,18
10941,2,2,3,2,2,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,2,4,1,1,3,2863.6832050405296,7,16
10942,2,2,5,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,3,3,2,7,4159.3832984041,7,17
10943,1,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,2,4,3,2,7,2158.1209263290602,11,21
10945,2,1,1,2,2,2,1,2,1,2,1,2,2,15,1,1,2,1,2,2,2,2,1,1,1,2,2,4,1,2,1,4358.364870507639,9,20
10946,2,2,2,2,2,2,1,2,2,2,1,2,1,7,1,2,2,2,2,2,2,1,1,1,1,2,2,4,3,2,7,5369.07294750489,10,21
10947,1,1,3,2,2,2,2,2,2,2,1,2,1,10,2,2,1,2,1,2,1,2,1,1,2,1,1,4,3,1,7,5077.32056995124,11,19
10948,2,1,11,1,2,2,2,2,2,2,1,2,2,8,2,1,2,2,2,1,1,1,1,1,2,2,2,4,4,1,5,3454.7565342489197,11,20
10949,3,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,4,1,2,7,1752.9793107331,7,19
10950,1,2,1,2,2,2,1,2,1,2,1,2,2,5,2,1,2,1,2,2,2,2,1,1,1,2,1,3,2,2,2,8734.8760734413,9,20
10951,2,2,3,2,2,2,1,2,1,2,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,5,1021.4226474079599,9,14
10952,1,2,0,2,2,2,1,2,2,2,1,2,1,6,2,2,2,2,1,2,2,2,2,2,1,2,2,4,3,2,7,994.240722711486,10,24
10953,2,2,10,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,5,1,0,7647.094778994559,6,15
10954,1,2,2,2,2,2,1,2,2,1,1,2,1,5,2,2,2,2,2,1,1,1,1,1,2,1,1,4,3,2,1,12124.882707096001,9,19
10956,1,1,2,2,2,2,1,2,2,1,1,2,1,80,1,1,2,1,2,2,1,1,2,1,1,1,1,4,1,1,3,3284.73372046484,9,17
10958,1,1,0,2,2,2,2,2,1,2,2,2,2,30,2,1,2,2,2,2,1,2,2,2,1,1,1,4,5,2,7,1765.74516558155,11,21
10959,4,3,22,2,2,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,4,5,1,0,2770.6064052870397,8,14
10960,1,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,4,5,1,3,1532.4851590144,7,16
10962,2,3,3,2,2,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,2,1,1,1,2,1,1,5,2,0,1116.4654921322501,6,17
10963,1,1,5,2,2,2,2,2,2,2,1,2,1,5,1,2,2,1,2,1,2,2,2,1,1,2,2,4,3,2,7,2276.13147862363,11,21
10964,2,3,4,2,2,2,1,2,1,2,1,2,2,15,1,2,2,2,2,2,1,1,1,1,1,1,1,4,4,1,3,8438.766729315279,9,18
10965,1,1,0,2,2,2,1,2,2,1,1,2,1,5,2,2,2,2,2,2,1,1,1,1,1,2,1,4,3,2,7,3162.2781956631297,9,20
10966,3,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,3,3,2,5,3956.1197997724,11,21
10967,1,1,10,2,2,2,1,2,1,1,1,2,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,379.42456162479203,8,13
10968,2,1,6,2,2,2,2,2,2,1,2,2,1,7,2,1,1,2,1,2,1,1,2,1,1,1,2,3,2,2,3,1135.6410821807901,11,18
10970,1,1,3,2,1,2,2,2,2,2,2,2,2,50,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,3,1236.32769171026,12,20
10973,2,2,0,2,2,2,1,2,2,2,1,2,1,20,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,2,1,3900.69976432671,10,21
10974,2,2,5,2,2,2,1,1,2,1,1,2,1,20,2,1,2,1,2,2,1,2,2,1,1,2,1,4,3,1,5,21202.2234205476,8,20
10975,3,3,5,2,2,2,2,2,1,1,1,2,2,7,2,1,2,1,2,2,1,2,1,2,1,2,1,4,3,2,3,1951.0412849483498,9,20
10976,3,3,10,2,2,2,1,2,1,2,1,2,2,5,2,1,1,2,1,1,1,1,2,2,1,2,1,4,2,2,3,966.4380104393069,9,18
10977,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,3,1,2,2,5724.8763424790895,7,20
10979,2,2,15,2,2,2,1,2,2,1,1,2,1,4,2,1,2,2,2,1,1,2,1,2,2,1,1,4,3,1,7,1180.9012133914698,9,20
10982,1,2,1,2,2,2,1,2,2,2,1,2,2,20,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5,2,4,1042.60274840502,10,15
10983,2,1,5,2,2,2,2,2,1,2,1,2,1,6,2,1,1,1,2,2,2,1,2,1,1,2,1,4,1,1,4,1578.9748762617999,10,19
10985,2,1,3,2,2,2,1,2,2,1,1,2,1,4,2,1,2,2,1,1,1,1,2,1,1,1,1,4,1,2,7,740.180305719146,9,17
10986,2,1,2,2,2,2,1,2,2,1,1,1,1,6,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,2561.97204804754,9,17
10988,2,2,1,2,2,2,2,2,2,2,2,2,1,10,2,1,1,2,2,1,1,1,1,2,2,2,1,3,2,2,6,16365.3389618958,12,19
10989,2,2,17,1,2,2,1,2,1,1,1,2,2,6,1,1,2,2,1,2,1,1,1,1,2,2,1,4,1,2,7,2291.5502465850304,8,18
10991,2,2,15,2,2,2,1,2,1,1,1,2,2,7,1,1,1,2,1,1,2,2,2,1,1,1,1,3,2,1,1,5114.90945222109,8,17
10992,2,2,1,1,2,2,1,2,1,1,1,2,2,10,1,1,1,1,2,2,2,1,2,1,1,1,1,3,2,2,4,2037.10034977377,8,17
10993,2,1,1,2,2,1,1,1,2,1,1,2,1,15,1,1,1,1,2,2,1,2,1,1,1,1,1,3,3,1,3,1236.06134801732,7,16
10994,1,2,0,2,2,1,2,2,1,1,1,2,2,6,2,2,2,1,2,2,2,2,1,1,2,2,1,4,3,2,7,11076.74016268,8,22
10995,1,1,1,2,2,2,2,2,2,2,1,2,1,4,1,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,7,1208.76196446556,11,23
10998,2,2,4,2,2,2,2,2,2,2,1,2,2,14,2,2,1,2,2,2,1,2,1,1,2,2,2,3,1,2,5,764.4587625095829,11,22
10999,2,2,6,2,2,2,2,2,2,1,1,2,1,6,2,1,2,1,1,2,2,2,2,1,2,2,2,4,3,2,7,801.717453975056,10,22
11000,2,1,8,2,1,2,1,2,1,1,1,2,2,30,2,1,2,2,2,2,1,1,1,1,1,1,1,3,2,2,7,1118.39222272389,8,18
11001,2,1,4,2,2,2,2,2,2,2,1,2,1,6,2,1,2,1,2,2,1,2,1,1,1,2,2,4,1,1,7,8561.04074240565,11,20
11002,4,2,3,2,2,2,2,2,1,2,2,2,1,30,2,1,1,2,2,1,1,1,2,1,1,1,1,4,2,2,7,3656.095941697,11,17
11003,2,2,10,2,2,2,1,1,1,1,1,1,2,5,1,1,2,1,2,2,1,1,1,1,1,1,1,2,5,1,3,1348.37112653132,7,16
11004,2,2,7,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,5,2,5,5344.9900854156,8,18
11005,1,1,0,2,2,2,2,2,2,2,1,2,1,7,1,2,2,1,2,1,1,2,1,1,1,1,1,3,1,1,7,3055.05622930049,11,17
11008,2,1,5,2,2,2,2,2,1,2,1,2,1,10,2,2,2,2,2,2,2,2,2,1,1,2,1,4,3,2,7,1336.5786445153,10,23
11009,2,2,4,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,4,2,2,7,31956.0866159207,8,20
11011,2,2,6,2,2,2,1,2,1,1,1,1,2,3,1,1,1,2,2,2,1,1,1,1,1,1,2,4,1,2,4,198.18351637673,8,17
11012,2,3,2,2,2,2,2,2,2,2,1,2,2,5,2,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,7,2211.04774278269,11,17
11013,2,2,20,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,1224.5824323832599,7,13
11014,1,1,2,2,2,2,2,2,1,2,2,1,1,30,2,1,1,1,1,2,1,1,2,1,1,1,1,3,5,2,0,1814.0766341067,11,16
11015,4,1,0,2,2,2,1,2,1,2,2,1,2,15,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,1,6,2964.56352819813,10,18
11016,2,2,0,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,4,5,2,7,2493.75687124434,8,19
11017,1,1,0,2,2,2,2,2,2,2,1,2,1,9,2,2,1,2,2,1,2,2,2,2,1,1,2,4,2,2,4,1266.82121181811,11,22
11018,2,3,2,1,2,2,1,2,2,2,1,2,1,4,2,1,1,2,2,2,2,1,1,2,1,2,2,3,1,2,7,2613.78389166727,10,21
11019,3,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,5,1,2,1569.1005370458,7,14
11020,2,1,5,2,2,2,2,2,2,2,1,2,1,20,2,1,1,2,2,2,2,1,2,1,1,2,2,4,4,1,3,4007.20015869574,11,21
11021,2,3,9,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,4,4,2,4,1302.26805766381,8,18
11022,1,2,10,2,2,2,2,2,2,2,1,2,2,7,2,2,1,2,2,2,2,2,2,2,1,2,2,4,3,2,7,2404.84768189297,11,24
11023,2,2,3,2,2,2,1,2,1,1,1,2,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,4,1,2,4,2426.08207983245,8,18
11024,2,2,1,2,2,1,1,2,2,1,1,2,2,3,2,1,2,2,1,1,1,2,1,1,1,1,1,3,2,1,1,2956.78111716146,8,17
11025,2,3,0,2,2,2,2,2,1,1,1,2,1,3,1,2,1,2,2,2,2,1,1,1,2,1,2,4,4,2,4,831.4405547297071,9,20
11026,1,1,0,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,5,2,3,1632.74089800055,9,17
11028,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,3,1,1,7,5359.52598975339,9,20
11029,2,1,10,2,2,2,1,1,1,2,1,2,1,3,1,1,2,1,2,1,2,1,1,1,1,2,1,3,1,1,3,9677.303525470259,8,17
11031,1,1,0,2,2,2,2,2,2,2,1,2,2,15,2,2,2,2,2,1,1,1,1,1,1,1,2,4,1,2,7,5356.37563452866,11,19
11034,2,1,1,2,2,2,1,2,1,1,1,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,2,4,3,2,4,5524.09713362031,8,17
11036,1,1,2,2,2,2,1,2,2,1,1,2,2,12,2,2,2,2,2,2,2,2,1,1,1,2,1,4,3,2,7,15805.9607434449,9,22
11037,3,1,0,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,4,1,2,5,1057.10056506774,6,22
11039,2,1,10,2,2,1,1,2,1,1,1,2,1,5,2,1,1,1,2,1,1,1,2,1,1,1,2,4,3,2,7,906.276512192229,7,17
11040,2,1,4,2,2,2,2,2,1,1,1,1,1,10,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,5,6783.958933237579,9,18
11041,2,1,3,2,2,2,2,2,2,2,2,2,1,8,2,2,1,2,2,2,2,2,2,2,1,2,1,4,4,2,7,3022.86202483963,12,23
11042,1,1,8,2,2,2,2,2,2,2,2,2,2,5,1,2,1,2,1,2,1,2,1,1,1,2,1,4,3,2,3,3346.0176925468104,12,18
11043,2,2,2,2,2,2,2,2,2,2,2,1,2,30,2,1,1,1,2,1,1,1,1,1,1,2,2,4,2,2,7,6971.68134666655,12,17
11044,3,4,3,2,2,2,1,2,1,1,1,2,2,4,1,2,1,1,1,2,1,1,1,1,2,1,2,3,2,2,5,5943.03140368799,8,17
11046,2,1,3,2,2,2,1,2,1,2,1,2,1,3,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,5,3068.0379767527897,9,18
11047,1,1,1,2,2,1,2,2,2,2,1,2,1,4,2,2,1,2,2,2,2,2,1,1,1,1,2,4,3,1,7,1922.1387234602898,10,21
11050,2,1,2,2,2,2,2,2,1,2,1,2,1,15,2,1,1,1,2,1,1,1,2,1,1,2,2,4,3,2,3,3705.36414742593,10,18
11051,2,2,4,2,2,2,1,2,2,2,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,7,1973.7268651672698,10,14
11052,2,2,3,2,2,2,1,1,2,2,1,2,1,5,1,1,2,2,1,2,1,1,2,2,2,1,2,3,1,2,7,18141.7361448911,9,20
11053,2,2,5,2,2,2,1,2,1,2,1,2,1,4,2,2,1,2,2,2,2,2,1,1,1,1,1,4,4,2,5,1543.89183334327,9,20
11054,1,1,5,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,5,2,3,1222.43736929593,6,17
11055,1,1,2,2,2,2,2,1,2,1,2,2,1,20,2,2,2,2,2,2,1,1,1,2,1,2,2,4,3,2,6,1629.47409092391,10,22
11056,1,1,5,2,2,2,2,2,2,1,1,1,2,3,2,1,2,2,2,2,1,1,1,1,1,1,2,4,5,2,7,2121.2254614350304,10,19
11057,1,1,2,2,2,2,2,2,2,2,2,2,1,6,2,1,2,1,2,2,2,2,1,1,1,1,1,4,3,2,4,2485.0117243704603,12,19
11058,1,2,3,2,2,1,2,2,2,2,1,1,2,20,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,3,1963.0118195744,10,16
11059,2,1,0,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,4,3,1,3,1969.1733448419602,8,22
11061,3,1,2,2,2,2,2,2,1,2,1,1,1,15,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,5,463.064501022341,10,22
11062,3,2,3,2,2,2,1,2,1,1,1,2,2,4,1,1,2,1,2,1,1,1,1,1,1,2,1,4,2,2,2,1137.56875055976,8,16
11063,2,1,5,2,2,2,2,2,1,2,1,1,2,20,2,1,1,2,2,1,1,1,2,1,1,2,2,3,2,2,1,5324.42434766411,10,19
11064,2,4,6,2,2,1,2,2,2,2,1,1,2,4,2,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,3,1296.80835893211,10,16
11065,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,3,12737.5652699984,8,16
11066,1,2,2,1,2,2,2,2,2,2,2,2,2,20,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,7,3700.8242202221504,12,25
11067,2,1,2,2,2,2,2,2,2,2,1,2,1,12,1,1,2,1,2,1,2,1,1,2,1,2,1,4,3,2,5,1752.10322328074,11,18
11068,2,2,2,2,2,2,2,1,1,1,1,2,2,10,2,1,2,2,1,2,1,1,2,2,1,1,1,4,4,2,0,1158.92008928693,8,19
11070,2,2,0,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,4,4,2,3,6219.557843214449,7,22
11071,2,2,2,2,2,2,1,2,1,2,1,2,1,4,2,2,1,1,2,2,1,2,1,1,1,1,1,4,3,2,6,4249.68636225707,9,18
11072,2,3,10,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,4,1,2,6,2281.3015896848897,9,21
11073,2,2,3,1,2,2,1,2,2,1,1,2,2,6,1,2,1,1,2,2,1,1,1,1,1,1,2,4,1,1,7,1614.09624278915,9,17
11074,2,1,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,2,2,1,1,2,2,1,1,2,1,4,5,2,7,1407.84506794612,9,19
11076,1,3,0,2,2,1,1,2,1,2,1,2,1,5,1,1,1,1,2,1,1,1,1,1,1,2,2,4,3,2,4,14949.729282543401,8,16
11077,1,1,10,2,2,2,2,2,2,2,1,1,1,70,2,2,2,2,2,2,2,1,1,1,2,2,1,4,3,1,3,1484.7710796819501,11,22
11078,1,1,1,2,2,2,2,2,2,2,1,2,1,15,2,1,2,1,2,1,1,1,1,1,1,1,1,4,1,2,3,1007.7703198446301,11,16
11079,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,3,731.315562980742,9,18
11080,1,1,2,2,2,2,1,1,2,2,1,2,1,4,1,2,2,2,2,1,1,2,1,1,2,1,2,4,1,2,7,1883.36672788855,9,20
11081,1,2,0,2,2,1,1,2,2,1,1,2,1,4,2,2,1,2,2,1,2,1,2,1,1,1,2,3,1,2,7,3033.71007960272,8,20
11082,3,1,1,2,2,2,2,2,1,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,946.4569421265599,11,26
11083,2,2,2,2,2,1,1,2,1,1,1,2,2,4,1,1,1,2,1,1,1,1,2,2,1,2,1,3,2,2,7,2972.57479590838,7,17
11084,1,1,1,2,2,2,1,2,1,1,1,2,2,12,1,2,2,1,2,2,1,1,1,1,1,1,1,4,4,2,7,1427.4189091516598,8,17
11085,2,2,3,2,2,2,2,2,2,2,1,2,1,4,1,1,1,1,2,2,1,2,1,1,1,1,2,4,1,2,4,1526.4656883344198,11,17
11086,1,1,1,2,2,2,2,2,2,2,2,2,2,20,2,1,1,1,2,2,1,1,2,2,1,1,1,2,5,2,5,2292.33490755939,12,18
11087,1,1,0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,0,645.761536038441,6,13
11088,1,1,2,2,2,2,1,1,2,2,1,2,1,4,1,2,2,2,2,1,2,2,1,2,2,2,2,4,4,1,3,2770.01938823346,9,23
11089,3,2,10,2,2,2,2,2,2,2,1,2,2,15,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1370.78953593436,11,17
11090,2,3,8,2,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,2,7,4207.9749620664,6,14
11091,2,2,0,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,3,5,1,5,3897.82249412219,7,19
11093,2,2,4,2,2,2,1,2,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,8154.36764683428,8,26
11094,1,1,0,2,2,2,2,2,1,2,1,2,1,3,2,1,2,2,2,1,2,2,1,1,1,1,1,4,4,1,7,2598.68585327648,10,19
11098,1,1,0,2,2,2,2,2,1,2,1,2,2,15,2,1,1,1,2,1,1,1,1,1,1,1,1,3,5,2,5,890.52603549965,10,15
11099,2,1,5,2,2,2,2,2,1,1,1,2,1,6,1,1,2,1,1,2,2,2,2,1,1,1,2,3,1,1,2,2001.00056383559,9,19
11100,2,1,11,2,2,2,1,2,1,1,1,1,1,3,2,2,1,2,2,1,1,1,2,2,1,2,1,3,5,2,4,601.651669471103,8,20
11101,1,1,1,2,2,2,1,2,2,1,1,2,1,5,2,2,2,1,2,1,1,1,1,1,2,2,2,4,4,2,3,9073.59542372942,9,20
11102,2,1,0,2,2,2,1,2,2,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,1,1,2,4,1,2,7,3301.8594472738,9,23
11103,1,1,0,2,2,2,1,2,1,1,1,2,2,5,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,7,1794.7129178519897,8,22
11105,2,2,6,2,2,1,1,2,1,2,1,2,1,4,1,2,2,2,2,2,2,1,1,1,2,1,2,4,4,2,7,3726.32303518026,8,21
11107,2,1,0,2,2,2,1,2,1,2,1,1,2,15,1,1,1,1,2,1,1,1,2,2,1,1,1,1,5,2,3,4418.27396989314,9,16
11108,2,1,30,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,715.210020108857,7,15
11109,2,1,4,2,2,2,2,2,1,2,1,2,1,15,2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,6,3334.24514922417,10,17
11110,3,2,6,1,2,1,1,2,2,2,1,2,2,5,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,2,2,873.237339660865,9,15
11111,2,1,0,2,2,2,2,2,2,1,1,2,1,11,2,2,1,1,2,2,2,2,1,1,1,2,1,4,1,2,7,1506.9556066738098,10,20
11112,1,1,1,2,2,2,1,2,1,2,1,2,1,4,1,1,1,1,2,2,1,1,1,1,2,2,1,4,1,2,7,1013.7552735959199,9,17
11113,2,3,10,2,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,5,1,1,1492.4550181854902,9,16
11114,2,2,4,2,2,2,1,2,2,2,1,1,2,8,1,1,1,1,2,2,2,1,1,1,1,2,2,3,2,2,4,2472.02669793164,10,18
11115,2,1,10,2,2,2,2,2,1,2,1,2,1,6,2,2,1,2,1,1,1,2,1,1,1,1,1,4,3,2,7,765.40835540011,10,17
11116,1,1,10,2,2,2,2,2,1,2,1,2,1,20,2,2,1,1,2,2,2,1,2,1,2,2,2,4,1,2,5,4708.49595747916,10,22
11117,1,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,7,3293.6774793343297,9,23
11118,3,2,2,2,2,2,1,2,1,1,1,1,1,5,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,3548.7027535380703,8,16
11119,1,1,0,2,2,2,1,1,1,1,1,2,1,5,1,2,2,1,1,2,1,1,1,1,1,2,1,4,2,2,3,12527.2426133756,7,17
